date,company,email,persona,cv,subject,status
2026-08-17,Bahrain Specialist Hospital,bshinfo@bsh.com.bh,hiring_manager,CV-08-Generic-Senior-Marketing-Gulf.pdf,Senior Digital Marketing Manager — interest in Bahrain Specialist Hospital,sent
2026-08-17,Kuwait Hospital,Recruitment@kuwaithospital.com.kw,hr_recruitment_redirect,CV-08-Generic-Senior-Marketing-Gulf.pdf,"Senior Digital Marketing Manager — application, referred by your Patient Experience team",sent
2026-08-18,Gulf University,hrd@gulfuniversity.edu.bh,hr_director,CV-08-Generic-Senior-Marketing-Gulf.pdf,Senior Digital Marketing Manager — interest in Gulf University,sent
2026-08-18,University College of Bahrain,recruit@ucb.edu.bh,hr_director,CV-08-Generic-Senior-Marketing-Gulf.pdf,Senior Digital Marketing Manager — interest in University College of Bahrain,sent
2026-08-18,Kingdom University,info@ku.edu.bh,hiring_manager,CV-08-Generic-Senior-Marketing-Gulf.pdf,Senior Digital Marketing Manager — interest in Kingdom University,sent
2026-08-18,Dadabhai Group,info@dadabhaigroup.com,hiring_manager,CV-08-Generic-Senior-Marketing-Gulf.pdf,Senior Digital Marketing Manager — interest in Dadabhai Group,sent
2026-08-18,Amlak Bahrain,info@amlak.bh,hiring_manager,CV-08-Generic-Senior-Marketing-Gulf.pdf,Senior Digital Marketing Manager — interest in Amlak Bahrain,sent
2026-08-18,Aman Hospital,careers@amanhospital.org,hr_director,CV-08-Generic-Senior-Marketing-Gulf.pdf,Senior Digital Marketing Manager — interest in Aman Hospital,sent
2026-08-18,Al Ahli Hospital,info@ahlihospital.com,hiring_manager,CV-08-Generic-Senior-Marketing-Gulf.pdf,Senior Digital Marketing Manager — interest in Al Ahli Hospital,sent
2026-08-18,Steps Real Estate,contact@steps.com.qa,hiring_manager,CV-08-Generic-Senior-Marketing-Gulf.pdf,Senior Digital Marketing Manager — interest in Steps Real Estate,sent
2026-08-18,ACS Doha International School,careers@acsdoha.school,hr_director,CV-08-Generic-Senior-Marketing-Gulf.pdf,Senior Digital Marketing Manager — interest in ACS Doha International School,sent
2026-08-18,Doha British School,recruitment@dohabritishschool.com,hr_director,CV-08-Generic-Senior-Marketing-Gulf.pdf,Senior Digital Marketing Manager — interest in Doha British School,sent
2026-08-18,Almana and Partners,recruitment@almanapartners.com,hr_director,CV-08-Generic-Senior-Marketing-Gulf.pdf,Senior Digital Marketing Manager — interest in Almana and Partners,sent
2026-08-18,Qatar Insurance Company,careers@qic.com.qa,hr_director,CV-08-Generic-Senior-Marketing-Gulf.pdf,Senior Digital Marketing Manager — interest in Qatar Insurance Company,sent
2026-08-18,Kuwait Resources House,careers@krhkw.com,hr_director,CV-08-Generic-Senior-Marketing-Gulf.pdf,Senior Digital Marketing Manager — interest in Kuwait Resources House,sent
2026-08-18,Al Amal Hospital,hr@alamalhospital.me,hr_director,CV-08-Generic-Senior-Marketing-Gulf.pdf,Senior Digital Marketing Manager — interest in Al Amal Hospital,sent
2026-08-18,Bhavans Bahrain Indian School,hr@bhavansbahrain.com,hr_director,CV-08-Generic-Senior-Marketing-Gulf.pdf,Senior Digital Marketing Manager — interest in Bhavans Bahrain Indian School,sent
2026-08-18,Royal Bahrain Hospital,mail@royalbahrainhospital.com,hiring_manager,CV-08-Generic-Senior-Marketing-Gulf.pdf,Senior Digital Marketing Manager — interest in Royal Bahrain Hospital,sent
2026-08-18,Diyar Al Muharraq,customerservice@diyar.bh,hiring_manager,CV-08-Generic-Senior-Marketing-Gulf.pdf,Senior Digital Marketing Manager — interest in Diyar Al Muharraq,sent
